header_time_s,history_filled,model,row_index,run,actor_direct_dq.dtarget0_dinput0,actor_direct_dq.dtarget0_dinput1,actor_direct_dq.dtarget1_dinput0,actor_direct_dq.dtarget1_dinput1,actor_direct_dq.spectral_norm,actor_direct_q.dtarget0_dinput0,actor_direct_q.dtarget0_dinput1,actor_direct_q.dtarget1_dinput0,actor_direct_q.dtarget1_dinput1,actor_direct_q.spectral_norm,all_history_coherent_bias_dq.dtarget0_dinput0,all_history_coherent_bias_dq.dtarget0_dinput1,all_history_coherent_bias_dq.dtarget1_dinput0,all_history_coherent_bias_dq.dtarget1_dinput1,all_history_coherent_bias_dq.spectral_norm,all_history_coherent_bias_q.dtarget0_dinput0,all_history_coherent_bias_q.dtarget0_dinput1,all_history_coherent_bias_q.dtarget1_dinput0,all_history_coherent_bias_q.dtarget1_dinput1,all_history_coherent_bias_q.spectral_norm,baseline.left_hip_target_rad,baseline.right_hip_target_rad,freeze_all_history_hip.left_hip_target_rad,freeze_all_history_hip.right_hip_target_rad,freeze_current_hip_actor_path.left_hip_target_rad,freeze_current_hip_actor_path.right_hip_target_rad,full_current_dq.dtarget0_dinput0,full_current_dq.dtarget0_dinput1,full_current_dq.dtarget1_dinput0,full_current_dq.dtarget1_dinput1,full_current_dq.spectral_norm,full_current_q.dtarget0_dinput0,full_current_q.dtarget0_dinput1,full_current_q.dtarget1_dinput0,full_current_q.dtarget1_dinput1,full_current_q.spectral_norm,history_only_coherent_bias_dq.dtarget0_dinput0,history_only_coherent_bias_dq.dtarget0_dinput1,history_only_coherent_bias_dq.dtarget1_dinput0,history_only_coherent_bias_dq.dtarget1_dinput1,history_only_coherent_bias_dq.spectral_norm,history_only_coherent_bias_q.dtarget0_dinput0,history_only_coherent_bias_q.dtarget0_dinput1,history_only_coherent_bias_q.dtarget1_dinput0,history_only_coherent_bias_q.dtarget1_dinput1,history_only_coherent_bias_q.spectral_norm,zero_velocity_code.left_hip_target_rad,zero_velocity_code.right_hip_target_rad
48.446163203000005,False,DWAQ_old,2422,2026-06-03_17-15-17,-0.035185739398002625,0.025065988302230835,0.019379332661628723,-0.04579015076160431,0.06343410525773685,-1.48405122756958,1.7125158309936523,1.7582885026931763,-1.4500691890716553,3.202724055313794,-0.03527458757162094,0.025010108947753906,0.019425153732299805,-0.04576332867145538,0.06344326654966895,-1.4852564334869385,1.7127021551132202,1.7588566541671753,-1.4501659870147705,3.203760699943476,-0.06053991615772247,0.05874120071530342,0.04139360040426254,-0.04429081827402115,0.04143757373094559,-0.044285520911216736,-0.03524031490087509,0.0250229611992836,0.019410252571105957,-0.045767053961753845,0.06343236112541223,-1.48489511013031,1.712040901184082,1.758795142173767,-1.449828863143921,3.2030547788482373,-3.688037395477295e-05,-1.1362135410308838e-05,1.7136335372924805e-05,5.9604644775390625e-06,4.263911572196983e-05,-0.00034272667835466564,0.0006668269052170217,2.235173997178208e-05,-0.00035017725895158947,0.0008177542845721516,-0.06100985407829285,0.05930255353450775
48.466167388,False,DWAQ_old,2423,2026-06-03_17-15-17,-0.03785938024520874,0.024604052305221558,0.023940950632095337,-0.04553496837615967,0.06627252325809821,-1.5337316989898682,1.7513482570648193,1.859925627708435,-1.5563442707061768,3.3516638135515633,-0.037879496812820435,0.02458728849887848,0.023925304412841797,-0.04554130136966705,0.06626866107250286,-1.5331766605377197,1.7512626647949219,1.8589346408843994,-1.5561542510986328,3.350738553269435,-0.0944753959774971,0.08850520849227905,0.020326178520917892,-0.024293843656778336,0.020468752831220627,-0.024370241910219193,-0.037875398993492126,0.024596229195594788,0.02393573522567749,-0.04554279148578644,0.06627735442047161,-1.5343091487884521,1.7509236335754395,1.860223650932312,-1.5561505556106567,3.3518026191779935,-7.078051567077637e-06,-5.587935447692871e-06,-1.1548399925231934e-05,7.450580596923828e-07,1.3767187032651088e-05,0.0011399388313293457,0.00032410022686235607,-0.001311302068643272,-7.450580142176477e-06,0.001751433348111713,-0.09509634226560593,0.08922263979911804
48.486163766000004,False,DWAQ_old,2424,2026-06-03_17-15-17,-0.050404295325279236,0.03502257168292999,0.03596693277359009,-0.05608163774013519,0.08885314204420473,-1.7336643934249878,1.912442922592163,2.0011773109436035,-1.7292871475219727,3.6888554486002296,-0.050352513790130615,0.03503821790218353,0.03586597740650177,-0.05612969398498535,0.08881229479100029,-1.7312707901000977,1.911884069442749,1.998238205909729,-1.7285085916519165,3.685490070078512,-0.07147864997386932,0.06384813040494919,0.005171002820134163,-0.013629370369017124,0.00534158106893301,-0.013731795363128185,-0.05038231611251831,0.0350508838891983,0.03591962158679962,-0.05613602697849274,0.08886262057567014,-1.7339624166488647,1.9120051860809326,2.001028299331665,-1.7291865348815918,3.6886646844625344,3.166496753692627e-05,-1.1175870895385742e-05,-5.550682544708252e-05,4.0978193283081055e-06,6.455712862719398e-05,0.0026896593626588583,-0.0001080334113794379,-0.0028200445231050253,0.0006854533567093313,0.003939008551462571,-0.07279213517904282,0.0649547129869461
48.506163503,False,DWAQ_old,2425,2026-06-03_17-15-17,-0.05064569413661957,0.03651455044746399,0.03527328372001648,-0.0578027218580246,0.09029961913117819,-1.7207822799682617,1.910107135772705,1.9609367847442627,-1.719986915588379,3.6560943121705294,-0.05059000104665756,0.03651697188615799,0.035158731043338776,-0.057835690677165985,0.09023760186654643,-1.7184557914733887,1.9094104766845703,1.9579118490219116,-1.7190202474594116,3.6525702780031284,-0.053607746958732605,0.04363657906651497,0.004729903303086758,-0.015334700234234333,0.004860518034547567,-0.01540826354175806,-0.050622038543224335,0.03653634339570999,0.0352201983332634,-0.05785021930932999,0.09029995986554341,-1.7209537029266357,1.909630298614502,1.9605661630630493,-1.7199459075927734,3.6557365931225396,3.3527612686157227e-05,-1.9371509552001953e-05,-6.0908496379852295e-05,1.564621925354004e-05,7.330823914047286e-05,0.002494081621989608,-0.0002160668227588758,-0.00269338465295732,0.0009182840003632009,0.0037627880569302686,-0.056142162531614304,0.04531341791152954
48.526162185000004,False,DWAQ_old,2426,2026-06-03_17-15-17,-0.038790516555309296,0.028851814568042755,0.022777169942855835,-0.05066432058811188,0.07131881848132354,-1.5378873348236084,1.790711522102356,1.8208696842193604,-1.5754847526550293,3.362647524977626,-0.03880355507135391,0.028828345239162445,0.022740662097930908,-0.05066283047199249,0.071294167714351,-1.5374068021774292,1.7905365228652954,1.819655179977417,-1.5750526189804077,3.361491802195919,-0.07224049419164658,0.05617795139551163,0.013008114881813526,-0.025545455515384674,0.013094819150865078,-0.025591157376766205,-0.03880634903907776,0.02884119749069214,0.022765621542930603,-0.050677359104156494,0.07132213849885048,-1.5382952690124512,1.7903335094451904,1.820817470550537,-1.5753693580627441,3.362577567450518,9.313225746154785e-07,-1.5087425708770752e-05,-2.346932888031006e-05,1.4528632164001465e-05,2.923504045892513e-05,0.0008810310973785818,0.0001899897906696424,-0.0011511147022247314,0.0003539025492500514,0.001459633654325876,-0.07292411476373672,0.05589873343706131
48.546161571000006,False,DWAQ_old,2427,2026-06-03_17-15-17,-0.03461018204689026,0.026237964630126953,0.01978762447834015,-0.0478643923997879,0.06531122640710582,-1.4905072450637817,1.7753503322601318,1.8474533557891846,-1.552093744277954,3.333391168703772,-0.0346548855304718,0.02620890736579895,0.019800662994384766,-0.04784688353538513,0.06530685848217076,-1.490794062614441,1.7754658460617065,1.847218632698059,-1.552008032798767,3.3334248025566082,-0.09490635991096497,0.08120997995138168,0.02093297243118286,-0.0315789058804512,0.021095309406518936,-0.03165613114833832,-0.03464259207248688,0.026216357946395874,0.019801035523414612,-0.04785507917404175,0.06531167518689927,-1.491095781326294,1.775041103363037,1.8477997779846191,-1.551832914352417,3.333574202276407,-1.080334186553955e-05,-7.450580596923828e-06,-7.450580596923828e-07,1.1548399925231934e-05,1.5276847688659403e-05,0.0002719461917877197,0.0004321336455177516,-0.0005662441253662109,-0.00017881391977425665,0.000736499841437209,-0.09426001459360123,0.07979274541139603
48.566160796000005,False,DWAQ_old,2428,2026-06-03_17-15-17,-0.036605075001716614,0.026483461260795593,0.022488832473754883,-0.04827678203582764,0.06765988032703499,-1.534622073173523,1.795370101928711,1.8979309797286987,-1.5892013311386108,3.4096054626819825,-0.03661550581455231,0.02645552158355713,0.02247355878353119,-0.04826076328754425,0.06763270940495208,-1.5339031219482422,1.7951576709747314,1.8967947959899902,-1.5888288021087646,3.4083732581560042,-0.10527744144201279,0.09011766314506531,0.020611509680747986,-0.029608193784952164,0.020853053778409958,-0.029723837971687317,-0.03661699593067169,0.02647414803504944,0.022484734654426575,-0.04828162491321564,0.06766078724504544,-1.535005807876587,1.79490065574646,1.8980985879898071,-1.588784098625183,3.409442430325958,6.705522537231445e-06,-1.6391277313232422e-05,-1.6763806343078613e-05,2.086162567138672e-05,3.181019547350571e-05,0.0011101365089416504,0.00023096798395272344,-0.001303851488046348,2.6077030270243995e-05,0.0017174151962291925,-0.10570078343153,0.08977268636226654
48.586160182,False,DWAQ_old,2429,2026-06-03_17-15-17,-0.04292018711566925,0.030711665749549866,0.029409676790237427,-0.053415074944496155,0.07868726593072525,-1.636549711227417,1.852422833442688,1.9856951236724854,-1.6863009929656982,3.581981326285276,-0.04287436604499817,0.030685216188430786,0.029315799474716187,-0.053410604596138,0.07860689379050104,-1.6345306634902954,1.8516591787338257,1.9828639030456543,-1.6852095127105713,3.5785949522383533,-0.09883031994104385,0.08349760621786118,0.01329327654093504,-0.018893320113420486,0.013515204191207886,-0.019007600843906403,-0.042903050780296326,0.030724704265594482,0.029363110661506653,-0.053454190492630005,0.07868700423217338,-1.6366578340530396,1.851800799369812,1.9853785037994385,-1.6858539581298828,3.5813452677452933,2.8312206268310547e-05,-3.8370490074157715e-05,-5.1781535148620605e-05,4.246830940246582e-05,8.164825992536669e-05,0.00216066837310791,-0.0001341104507446289,-0.0025406477507203817,0.0006631016149185598,0.00338779669619614,-0.10147885978221893,0.08482653647661209
48.606159535,False,DWAQ_old,2430,2026-06-03_17-15-17,-0.0476837158203125,0.034959614276885986,0.034285709261894226,-0.058149173855781555,0.08793337347304295,-1.7147846221923828,1.909132957458496,2.036947727203369,-1.7593762874603271,3.711421949693266,-0.04762671887874603,0.03493316471576691,0.03415793180465698,-0.058146193623542786,0.08783154195546385,-1.7124264240264893,1.908290982246399,2.033531665802002,-1.7580724954605103,3.707422453666922,-0.0812247097492218,0.06494120508432388,0.007749207783490419,-0.014587708748877048,0.007901385426521301,-0.014680051244795322,-0.04766136407852173,0.03497861325740814,0.03422461450099945,-0.05819760262966156,0.08793117972465327,-1.7148628234863281,1.9084587097167969,2.0364558696746826,-1.758985161781311,3.71068329497701,3.5762786865234375e-05,-4.6566128730773926e-05,-6.705522537231445e-05,5.1781535148620605e-05,0.00010232750346164833,0.0024624166544526815,-0.00015273690223693848,-0.0029429791029542685,0.0009015201940201223,0.0039187475896017045,-0.08468393236398697,0.06696771085262299
48.626159945000005,False,DWAQ_old,2431,2026-06-03_17-15-17,-0.04384294152259827,0.03294311463832855,0.029961764812469482,-0.05575791001319885,0.08183440979692351,-1.6818716526031494,1.8961093425750732,1.9992029666900635,-1.7330087423324585,3.6560420846580044,-0.043798983097076416,0.03292001783847809,0.029845163226127625,-0.05576387047767639,0.08175287872999118,-1.679986596107483,1.8954126834869385,1.996222734451294,-1.731812834739685,3.6526344717722163,-0.0844498947262764,0.0714690312743187,0.009952344000339508,-0.016363028436899185,0.010137397795915604,-0.016481250524520874,-0.04382319748401642,0.032956525683403015,0.029904022812843323,-0.05580522119998932,0.08183374685458351,-1.6820429563522339,1.8954797983169556,1.9987895488739014,-1.7326809167861938,3.6554424269082166,2.4959444999694824e-05,-3.390014171600342e-05,-5.885958671569824e-05,3.8370490074157715e-05,8.089757005841744e-05,0.002030283212661743,-2.6077030270243995e-05,-0.0025555489119142294,0.0008009373559616506,0.003327983800866005,-0.08746662735939026,0.07291115820407867
