tau_cal_0,tau_cal_1,tau_cal_2,tau_cal_3,tau_cal_4,tau_cal_5,tau_cal_6,tau_cal_7,tau_cal_8,tau_cal_9,tau_est_0,tau_est_1,tau_est_2,tau_est_3,tau_est_4,tau_est_5,tau_est_6,tau_est_7,tau_est_8,tau_est_9,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_3,joint_pos_target_4,joint_pos_target_5,joint_pos_target_6,joint_pos_target_7,joint_pos_target_8,joint_pos_target_9,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,
-2.58207,4.23738,-15.2633,3.43568,-28.0957,20.1552,3.66049,-3.37242,0.580656,1.23379,-3.07692,4.44444,-14.9939,3.07692,-28.083,19.0965,3.97265,-3.71282,0.487911,1.2,-0.14744,0.130655,-0.600252,0.610552,-1.76795,1.78702,-0.742542,0.681888,-11.1652,-2.45155,-0.175519,0.177127,-0.770048,0.648522,-2.08033,2.01077,-0.641106,0.587965,0,0,0.0183144,-0.0183144,-0.00610542,-0.00610542,-0.00610542,-0.00610542,-0.00488472,-0.00488472,0.34066,-0.0109901,
-2.32238,4.02086,-15.223,3.99173,-28.2966,20.5255,3.40878,-3.14879,0.638476,1.22967,-2.88156,4.1514,-15.3846,3.27228,-28.1807,19.6825,3.75385,-3.50769,0.514286,1.2,-0.146677,0.130655,-0.600252,0.610933,-1.76833,1.78702,-0.742924,0.681888,-11.1576,-2.45155,-0.171871,0.175128,-0.7696,0.654675,-2.08253,2.01569,-0.64848,0.594177,0,0,0.0183144,-0.00610542,-0.00610542,-0.0183144,0.00610542,0.0183144,-0.00488472,-0.00488472,0.31868,-0.0109901,
-2.39608,3.76429,-15.362,4.15728,-28.3451,20.8707,3.25081,-2.8978,0.800392,1.223,-2.88156,3.95604,-15.3846,3.56532,-28.3761,20.1709,3.41197,-3.23419,0.646152,1.17363,-0.145151,0.130655,-0.600252,0.610933,-1.76833,1.7874,-0.742924,0.681888,-11.153,-2.45155,-0.169129,0.172684,-0.771145,0.657329,-2.08389,2.01991,-0.652868,0.601149,0,0,0.0793648,0.00610542,-0.00610542,0.00610542,-0.0183144,0.0183144,-0.00488472,-0.00488472,0.142857,-0.0109901,
-2.03945,3.65407,-15.5886,4.34876,-28.7833,20.9792,3.02778,-2.57648,0.729822,1.20935,-2.6862,3.76068,-15.3846,3.85837,-28.4738,20.464,3.26154,-3.01538,0.540661,1.17363,-0.144388,0.130655,-0.600634,0.610933,-1.76833,1.78817,-0.742924,0.681888,-11.1461,-2.45155,-0.165217,0.171053,-0.774043,0.659049,-2.08835,2.02229,-0.659063,0.610074,0,0,0.054945,-0.00610542,-0.00610542,-0.00610542,-0.00610542,0.0305252,-0.00488472,-0.00488472,0.406593,-0.0109901,
-1.73159,3.5177,-15.4452,4.6647,-29.0193,20.6909,3.04392,-2.46164,0.780496,1.1932,-2.49084,3.56532,-15.6777,4.1514,-28.8645,20.6593,3.02906,-2.71453,0.672527,1.17363,-0.142099,0.130655,-0.600634,0.610933,-1.76833,1.78893,-0.742924,0.681888,-11.1378,-2.45155,-0.159915,0.169537,-0.772858,0.661746,-2.09097,2.02066,-0.658615,0.613265,0,0,0.0427341,-0.00610542,-0.0183144,-0.0305252,-0.00610542,0.054945,-0.00488472,-0.00488472,0.45055,-0.0109901,
-1.55254,3.23859,-15.4594,4.56189,-28.8497,20.7642,3.0828,-2.39218,0.830634,1.17423,-2.29549,3.36996,-15.6777,4.24908,-28.9621,20.5617,2.97436,-2.5641,0.593407,1.17363,-0.141718,0.130655,-0.601015,0.610933,-1.76871,1.79007,-0.742924,0.681888,-11.1286,-2.45155,-0.157544,0.166843,-0.773804,0.661417,-2.09028,2.02221,-0.657535,0.615194,0,0,0.0427341,0.00610542,-0.0305252,-0.00610542,-0.0305252,0.0427341,-0.00488472,-0.00488472,0.494507,-0.0109901,
-1.55934,3.07981,-15.998,4.09372,-28.4785,20.9345,3.14093,-2.41755,0.825036,1.14564,-1.90475,3.17461,-15.6777,4.44444,-28.8645,20.5617,3.01538,-2.4547,0.619781,1.14725,-0.139811,0.130655,-0.601015,0.611315,-1.76986,1.79084,-0.742924,0.681888,-11.1141,-2.45155,-0.156526,0.164672,-0.778567,0.656597,-2.08852,2.02487,-0.65592,0.614489,0,0,0.0183144,-0.00610542,0.00610542,-0.00610542,-0.0671558,0.0427341,-0.00488472,-0.00488472,0.626373,-0.0109901,
-1.36768,3.04947,-16.1458,4.13663,-28.6666,21.0534,3.11248,-2.36241,0.809241,1.11441,-1.7094,2.97925,-15.9707,4.05373,-28.7668,20.6593,3.04273,-2.4,0.672527,1.12088,-0.139811,0.130655,-0.601015,0.611315,-1.77024,1.79122,-0.742924,0.681888,-11.1023,-2.45155,-0.155211,0.163521,-0.780616,0.657481,-2.09018,2.02657,-0.65671,0.616021,0,0,-0.00610542,-0.0305252,-0.00610542,0.00610542,-0.0427341,0.0427341,-0.00488472,-0.00488472,0.758244,-0.0109901,
-0.97208,2.89662,-15.5241,4.47593,-28.8413,20.3437,3.44512,-2.45477,0.80493,1.08527,-1.61172,2.88156,-16.1661,3.95604,-28.8645,20.757,3.07009,-2.38632,0.619781,1.09451,-0.139811,0.130274,-0.601397,0.610933,-1.77062,1.79236,-0.742924,0.681888,-11.084,-2.45155,-0.150815,0.162255,-0.774497,0.660869,-2.09169,2.02024,-0.64747,0.612967,0,0,-0.00610542,-0.00610542,-0.0183144,0.00610542,-0.0183144,0.054945,-0.00488472,-0.0146523,0.868134,-0.0109901,
-0.930067,2.74113,-15.413,4.5307,-28.8741,20.1543,3.80677,-2.63373,0.775469,1.05675,-1.41637,2.78389,-15.7753,4.24908,-28.9621,20.1709,3.31624,-2.42735,0.646152,1.06813,-0.139429,0.130655,-0.601778,0.610933,-1.77062,1.79389,-0.742924,0.681888,-11.0626,-2.45155,-0.149153,0.160909,-0.77283,0.660664,-2.09205,2.01966,-0.637424,0.608484,0,0,0.0183144,-0.00610542,0.00610542,-0.0183144,-0.0183144,0.054945,-0.00488472,-0.00488472,1,-0.0109901,
-1.23108,2.64282,-15.3448,4.2195,-28.6946,20.0138,4.19836,-2.90366,0.757712,1.02661,-1.51404,2.58852,-15.6777,4.34677,-28.9621,19.9756,3.68547,-2.65983,0.646152,1.01538,-0.138285,0.130655,-0.601397,0.610933,-1.77138,1.79465,-0.742924,0.681888,-11.0451,-2.45155,-0.148911,0.160223,-0.772098,0.657613,-2.09163,2.01804,-0.626547,0.600986,0,0,0.0915756,0.00610542,-0.00610542,-0.00610542,-0.0427341,0.0305252,-0.00488472,-0.00488472,1.08791,-0.0109901,
-1.67047,2.62907,-15.3129,3.96674,-28.0603,20.3671,4.50326,-3.22786,0.710275,0.991355,-1.61172,2.58852,-15.58,4.24908,-28.7668,19.8779,3.84957,-2.74188,0.619781,1.01538,-0.135614,0.130655,-0.601397,0.610933,-1.77253,1.79503,-0.742924,0.681506,-11.0195,-2.45193,-0.150716,0.160071,-0.771743,0.654805,-2.08695,2.02194,-0.618077,0.591599,0,0,0.103785,0.00610542,-0.00610542,-0.00610542,-0.0793648,0.0183144,-0.00488472,-0.00488472,1.1978,-0.0109901,
-1.40513,2.75434,-15.3654,3.89274,-28.1522,20.1632,4.87474,-3.56549,0.672332,0.952745,-1.41637,2.49084,-15.4823,3.85837,-28.3761,19.9756,4.39658,-3.17949,0.593407,0.962639,-0.135614,0.130655,-0.601015,0.610933,-1.77329,1.79541,-0.742924,0.681506,-10.9943,-2.45155,-0.151837,0.160649,-0.771538,0.653576,-2.08711,2.02047,-0.607759,0.58222,0,0,-0.0183144,-0.0183144,0.00610542,-0.0183144,-0.0305252,0.0305252,-0.00488472,-0.00488472,1.26374,-0.0109901,
-1.1624,2.887,-14.529,4.24991,-28.7091,18.911,5.4791,-3.85115,0.651969,0.925001,-1.51404,2.58852,-15.4823,3.76068,-28.3761,19.7802,4.71111,-3.52137,0.593407,0.962639,-0.135614,0.130274,-0.601397,0.610933,-1.77329,1.79656,-0.742924,0.681506,-10.968,-2.45193,-0.148326,0.161741,-0.763033,0.657951,-2.09248,2.00892,-0.591459,0.574286,0,0,0.00610542,-0.0183144,-0.00610542,-0.00610542,-0.00610542,0.0671558,-0.0146523,-0.00488472,1.30769,-0.0109901,
-1.09102,2.81275,-14.6683,3.94726,-29.2193,18.6519,5.90609,-4.06328,0.616372,0.900629,-1.51404,2.49084,-14.9939,3.95604,-28.7668,19.0965,5.17607,-3.75385,0.593407,0.909889,-0.135614,0.130655,-0.601015,0.610933,-1.77329,1.7977,-0.742542,0.681506,-10.9375,-2.45193,-0.148347,0.162519,-0.7642,0.654181,-2.09774,2.00515,-0.578728,0.567905,0,0,-0.0183144,0.0183144,-0.00610542,-0.0183144,0.00610542,0.00610542,-0.00488472,-0.0146523,1.35165,-0.0109901,
-1.46014,3.08255,-14.9173,3.06054,-28.7784,18.7189,6.21599,-4.52138,0.557811,0.871884,-1.31868,2.6862,-14.7985,3.85837,-29.1575,18.6081,5.7641,-4.06838,0.567032,0.857143,-0.135614,0.130655,-0.601015,0.610933,-1.77405,1.79732,-0.742542,0.681506,-10.9035,-2.45193,-0.152042,0.164295,-0.767373,0.645143,-2.09524,2.0047,-0.57012,0.555668,0,0,-0.00610542,-0.0183144,-0.0183144,0.00610542,-0.0427341,-0.0183144,-0.00488472,-0.00488472,1.3956,-0.0109901,
-1.59869,3.36404,-15.0646,2.84483,-29.4106,17.9074,6.44095,-4.70501,0.51018,0.848857,-1.41637,2.78389,-15.0916,3.27228,-29.0598,18.5104,6.07863,-4.43761,0.514286,0.857143,-0.135614,0.130655,-0.601015,0.610933,-1.77405,1.79732,-0.742542,0.681506,-10.8745,-2.45193,-0.153581,0.16783,-0.768603,0.642339,-2.10145,1.99609,-0.563871,0.550567,0,0,-0.00610542,-0.00610542,-0.00610542,-0.00610542,-0.0183144,-0.00610542,-0.00488472,-0.00488472,1.41758,-0.0109901,
-1.59508,3.61651,-15.0073,2.70577,-29.9183,17.0652,6.7557,-4.83441,0.486394,0.834499,-1.7094,3.07692,-15.2869,2.78389,-29.5482,17.8266,6.35214,-4.69744,0.46154,0.830769,-0.135614,0.130655,-0.601015,0.610552,-1.77405,1.79732,-0.742542,0.681506,-10.8543,-2.45193,-0.153134,0.171042,-0.767966,0.640412,-2.10668,1.98673,-0.555128,0.546973,0,0,0.00610542,0.00610542,-0.00610542,-0.00610542,-0.00610542,-0.00610542,-0.00488472,-0.00488472,1.3956,-0.0109901,
-1.69298,3.96816,-15.3042,2.01787,-30.198,16.3098,7.08976,-5.12555,0.415318,0.822466,-1.7094,3.27228,-15.1893,2.58852,-29.9389,17.0452,6.62564,-4.76581,0.514286,0.804394,-0.135614,0.130655,-0.600634,0.610933,-1.77405,1.79732,-0.742542,0.681506,-10.823,-2.45193,-0.154629,0.174542,-0.770884,0.633151,-2.10979,1.97834,-0.545849,0.538885,0,0,-0.00610542,-0.00610542,-0.00610542,-0.00610542,-0.00610542,-0.00610542,-0.00488472,-0.00488472,1.43956,-0.0109901,
-1.95972,4.34978,-15.5855,1.63344,-30.4378,15.7141,7.21614,-5.24328,0.386867,0.816448,-1.7094,3.66301,-15.3846,2.10013,-30.232,16.4591,6.85812,-4.99829,0.46154,0.778023,-0.135614,0.130655,-0.600634,0.610552,-1.77443,1.79732,-0.742542,0.681506,-10.7952,-2.45193,-0.157186,0.178783,-0.774009,0.627684,-2.11324,1.97131,-0.542338,0.535615,0,0,0.00610542,-0.00610542,-0.00610542,-0.0305252,-0.0183144,-0.0183144,-0.00488472,-0.00488472,1.3956,-0.0109901,
-1.90276,4.7343,-15.393,1.68308,-30.4561,15.0068,7.38435,-5.34195,0.387548,0.819165,-1.80708,3.95604,-15.6777,1.7094,-30.525,15.6777,7.11795,-5.25812,0.46154,0.778023,-0.135996,0.131037,-0.601015,0.61017,-1.77443,1.79694,-0.742542,0.681506,-10.7635,-2.45193,-0.158155,0.18303,-0.772659,0.62704,-2.11344,1.96348,-0.537666,0.532874,0,0,-0.0305252,-0.0183144,-0.0183144,-0.054945,-0.0183144,-0.00610542,-0.00488472,-0.00488472,1.30769,-0.0109901,
-2.02151,5.04412,-15.7899,1.74966,-30.6162,14.6256,7.41277,-5.24317,0.38846,0.828678,-1.90475,4.34677,-15.6777,1.7094,-30.6227,14.9939,7.28205,-5.36752,0.46154,0.778023,-0.136759,0.131037,-0.600634,0.608263,-1.77481,1.79732,-0.742542,0.681506,-10.7357,-2.45193,-0.161052,0.186879,-0.775467,0.625465,-2.1152,1.95963,-0.536876,0.535618,0,0,-0.054945,-0.00610542,0.0183144,-0.0671558,-0.00610542,-0.00610542,-0.00488472,-0.00488472,1.21978,-0.0109901,
-2.04093,5.4133,-15.6969,1.84295,-30.343,14.3461,7.26807,-5.12122,0.355314,0.844667,-1.90475,4.73749,-15.873,1.51404,-30.7204,14.6032,7.35043,-5.3265,0.408791,0.778023,-0.138285,0.131037,-0.600252,0.608263,-1.77481,1.79694,-0.742542,0.681506,-10.7185,-2.45193,-0.164014,0.190574,-0.774052,0.62813,-2.11216,1.95532,-0.540896,0.539006,0,0,-0.0915756,-0.0183144,0.0183144,-0.0183144,-0.00610542,-0.0305252,-0.00488472,-0.00488472,1.1978,-0.0109901,
-2.45879,5.65121,-15.5558,1.85448,-29.8348,14.0074,7.24826,-5.1352,0.348832,0.862397,-2.1978,5.1282,-15.7753,1.51404,-30.525,14.3101,7.2547,-5.20342,0.435165,0.804394,-0.139048,0.131037,-0.600252,0.608263,-1.77443,1.79656,-0.742542,0.681506,-10.6907,-2.45193,-0.167792,0.194032,-0.773298,0.629072,-2.10613,1.95077,-0.541446,0.538617,0,0,-0.0427341,0.00610542,-0.00610542,0.00610542,-0.00610542,-0.0427341,-0.00488472,-0.00488472,1.13187,-0.0109901,
-2.88741,6.02297,-15.5002,2.13896,-29.3284,13.901,7.00996,-5.0238,0.370967,0.883362,-2.39316,5.32356,-15.7753,1.61172,-30.1343,13.9194,7.2,-5.16239,0.46154,0.804394,-0.139429,0.131418,-0.600252,0.608263,-1.77443,1.79618,-0.742542,0.681506,-10.6678,-2.45193,-0.172529,0.198137,-0.77268,0.631826,-2.10051,1.94962,-0.548065,0.541712,0,0,-0.0305252,-0.00610542,-0.00610542,-0.00610542,-0.00610542,-0.0305252,-0.00488472,-0.00488472,1.02198,-0.0109901,
-3.0035,6.33437,-15.2294,2.45571,-28.4618,14.1601,6.79861,-4.99119,0.372478,0.907267,-2.58852,5.71428,-15.6777,1.80708,-29.5482,13.9194,7.02222,-5.12137,0.408791,0.830769,-0.141336,0.131418,-0.600252,0.608644,-1.77443,1.79503,-0.742542,0.681506,-10.646,-2.45193,-0.177761,0.20119,-0.769671,0.636541,-2.09129,1.95054,-0.553936,0.542618,0,0,-0.0915756,-0.0183144,-0.00610542,0.0183144,-0.0183144,-0.054945,-0.00488472,-0.00488472,0.956043,-0.0109901,
-3.1959,6.60691,-15.3094,2.63408,-28.2884,14.0168,6.67335,-4.9293,0.365429,0.931299,-2.78389,6.00732,-15.4823,2.10013,-28.8645,13.9194,6.80342,-5.06667,0.435165,0.857143,-0.142862,0.131418,-0.600252,0.608644,-1.77443,1.79427,-0.742542,0.681506,-10.6315,-2.45193,-0.181832,0.204625,-0.77056,0.637709,-2.08855,1.949,-0.557416,0.544337,0,0,-0.103785,-0.00610542,-0.00610542,-0.00610542,0.00610542,-0.0305252,-0.00488472,-0.00488472,0.912086,-0.0109901,
-3.69623,6.7877,-15.1641,2.89906,-27.6077,14.2906,6.4364,-4.85497,0.372095,0.959976,-3.46764,6.30037,-15.4823,2.39316,-28.4738,13.9194,6.70769,-4.99829,0.382416,0.883518,-0.143625,0.131418,-0.600252,0.608644,-1.77443,1.79389,-0.742542,0.681506,-10.6144,-2.45193,-0.186119,0.206634,-0.768131,0.640653,-2.08139,1.95166,-0.563998,0.546402,0,0,-0.0427341,-0.00610542,0.0183144,-0.00610542,-0.00610542,-0.0305252,-0.00488472,-0.00488472,0.846153,-0.0109901,
-3.98839,6.87449,-15.0902,3.00243,-27.346,14.4893,6.36612,-4.87134,0.383993,0.989924,-3.66301,6.49573,-15.3846,2.58852,-27.9854,14.1148,6.43419,-4.90257,0.382416,0.909889,-0.144007,0.131418,-0.599871,0.608644,-1.77405,1.79313,-0.742542,0.681506,-10.5957,-2.45193,-0.18934,0.208412,-0.767336,0.641801,-2.07769,1.95269,-0.56595,0.545947,0,0,-0.0305252,0.0183144,0.00610542,-0.00610542,0.00610542,-0.0427341,-0.00488472,-0.00488472,0.78022,-0.0109901,
-3.86641,6.86337,-15.1057,3.06905,-27.1833,14.9953,6.10917,-4.79674,0.381534,1.02171,-3.66301,6.49573,-15.1893,2.6862,-27.6923,14.4078,6.32479,-4.90257,0.382416,0.936264,-0.145914,0.132181,-0.599871,0.609026,-1.77367,1.79236,-0.742542,0.681506,-10.5816,-2.45193,-0.192334,0.209051,-0.767102,0.64333,-2.07469,1.95715,-0.573087,0.548019,0,0,-0.103785,0.0183144,0.0183144,0.00610542,0.0305252,-0.054945,-0.00488472,-0.00488472,0.736263,-0.0109901,
-4.21092,6.60162,-15.3466,2.96094,-26.8949,15.5223,5.89885,-4.77032,0.419613,1.05566,-4.05373,6.5934,-15.3846,2.88156,-27.3993,14.8962,6.11966,-4.84786,0.487911,0.962639,-0.146677,0.133707,-0.599489,0.609026,-1.77329,1.79084,-0.742542,0.681506,-10.5671,-2.45193,-0.19489,0.20889,-0.768583,0.642129,-2.07151,1.96148,-0.57893,0.548753,0,0,-0.0427341,0.054945,0.0427341,0.00610542,0.0183144,-0.054945,-0.00488472,-0.00488472,0.626373,-0.0109901,
-4.21456,6.77485,-15.4765,2.89158,-26.9737,15.7363,5.66313,-4.65713,0.425984,1.08981,-4.24908,6.5934,-15.4823,2.88156,-27.0085,15.4823,5.8735,-4.80684,0.408791,0.98901,-0.147058,0.133707,-0.598726,0.609026,-1.77329,1.79046,-0.742924,0.681888,-10.5571,-2.45193,-0.194904,0.208373,-0.769262,0.640544,-2.0732,1.96388,-0.585859,0.552279,0,0,-0.0305252,-0.0183144,0.0427341,-0.0183144,-0.00610542,-0.0427341,-0.00488472,-0.00488472,0.582417,-0.0109901,
-4.59317,6.96494,-15.5041,3.06104,-26.456,16.4653,5.81231,-5.09897,0.425002,1.12901,-4.34677,6.5934,-15.58,2.6862,-27.2039,15.6777,5.62735,-4.68376,0.435165,1.04176,-0.148203,0.133707,-0.598345,0.609026,-1.77253,1.78931,-0.742924,0.681888,-10.5449,-2.45193,-0.200663,0.210892,-0.770409,0.642427,-2.06628,1.97083,-0.581715,0.540005,0,0,-0.0427341,-0.00610542,0.00610542,-0.0183144,0.00610542,-0.0427341,-0.00488472,-0.00488472,0.56044,-0.0109901,
-4.74608,6.95735,-16.0463,2.62757,-27.1038,17.0587,6.01676,-5.34078,0.457947,1.15488,-4.73749,6.78877,-15.58,2.78389,-26.8132,16.0684,5.68205,-4.95727,0.514286,1.06813,-0.148203,0.133707,-0.598345,0.609026,-1.77253,1.78893,-0.742924,0.681888,-10.5343,-2.45155,-0.201141,0.211214,-0.776841,0.637611,-2.07266,1.97827,-0.576036,0.533288,0,0,-0.00610542,0.00610542,-0.00610542,-0.0183144,0.0305252,-0.00610542,-0.00488472,-0.00488472,0.494507,0.0109901,
-4.48385,6.83155,-15.7122,2.83364,-27.2355,17.8041,6.04522,-5.47852,0.492765,1.19417,-4.83516,6.78877,-16.0684,2.6862,-27.1062,16.7521,5.90086,-5.2718,0.487911,1.12088,-0.148203,0.133707,-0.598345,0.608644,-1.77214,1.78931,-0.742542,0.681506,-10.524,-2.45155,-0.19782,0.20941,-0.773128,0.639519,-2.07496,1.98775,-0.574864,0.529081,0,0,0.00610542,-0.00610542,-0.00610542,-0.0183144,-0.00610542,0.0183144,-0.00488472,-0.00488472,0.45055,0.0109901,
-4.04988,6.51061,-15.943,2.80619,-27.6515,19.3324,6.16575,-5.70095,0.501388,1.23664,-4.73749,6.69109,-15.873,2.58852,-27.3016,17.5336,5.98291,-5.4906,0.435165,1.14725,-0.148203,0.133707,-0.598345,0.608644,-1.77253,1.78969,-0.742542,0.681506,-10.5137,-2.45155,-0.192998,0.205437,-0.775286,0.639621,-2.07997,2.00511,-0.571516,0.522902,0,0,0.00610542,-0.0183144,0.00610542,-0.00610542,-0.00610542,0.0183144,-0.00488472,-0.00488472,0.472527,-0.0109901,
-3.79405,6.05286,-16.2543,2.66697,-28.2449,20.3796,5.76974,-5.51019,0.522702,1.26226,-4.44444,6.5934,-15.873,2.58852,-27.4969,18.1197,6.02393,-5.55898,0.514286,1.17363,-0.148203,0.133707,-0.598726,0.608644,-1.77253,1.79007,-0.742542,0.681506,-10.5072,-2.45155,-0.190563,0.201165,-0.77994,0.638074,-2.08697,2.01672,-0.582516,0.527713,0,0,-0.00610542,0.00610542,-0.0183144,-0.00610542,-0.0183144,0.00610542,-0.00488472,-0.0146523,0.472527,-0.0109901,
-3.01469,5.76221,-16.1199,3.32404,-28.888,21.4231,5.74653,-5.56318,0.603884,1.28219,-4.1514,6.10501,-16.3614,2.58852,-28.2784,19.7802,5.85983,-5.61368,0.46154,1.2,-0.147821,0.133707,-0.598726,0.608263,-1.77291,1.79122,-0.742542,0.681506,-10.498,-2.45155,-0.181114,0.197121,-0.778446,0.644586,-2.0945,2.03109,-0.583161,0.526729,0,0,0.00610542,-0.0183144,-0.0183144,-0.0183144,-0.0183144,0.054945,-0.00488472,-0.00488472,0.406593,-0.0109901,
-2.47883,5.35842,-16.1009,3.92752,-29.6526,21.8822,5.55165,-5.21695,0.684423,1.29894,-3.76068,5.71428,-16.3614,3.17461,-28.9621,20.757,5.69573,-5.51795,0.540661,1.22637,-0.14744,0.133707,-0.598726,0.607119,-1.77291,1.79313,-0.742542,0.681125,-10.4885,-2.45155,-0.174779,0.192635,-0.778235,0.648112,-2.10258,2.03972,-0.588574,0.534988,0,0,0.00610542,-0.0183144,-0.0183144,-0.0793648,-0.00610542,0.103785,-0.00488472,-0.0244198,0.362637,-0.0109901,
-2.36738,4.95455,-16.4529,4.29709,-30.1604,22.9246,5.44125,-4.91016,0.692362,1.30893,-3.46764,5.32356,-16.3614,3.66301,-29.5482,21.2454,5.50427,-5.2718,0.514286,1.22637,-0.14477,0.133707,-0.598726,0.605211,-1.77405,1.79503,-0.742542,0.680743,-10.4824,-2.45155,-0.165986,0.188554,-0.78174,0.651125,-2.11059,2.05443,-0.591641,0.541664,0,0,0.152626,-0.00610542,-0.00610542,-0.054945,-0.0427341,0.140415,-0.00488472,-0.0537243,0.472527,-0.0109901,
-1.67145,4.50072,-16.7234,4.26969,-30.5522,24.0038,5.42974,-5.01874,0.790249,1.2929,-3.36996,4.93285,-16.4591,3.85837,-29.8413,22.0269,5.35385,-5.05299,0.646152,1.25275,-0.141336,0.133707,-0.598726,0.605211,-1.7752,1.79885,-0.741779,0.679599,-10.4698,-2.45117,-0.1536,0.183512,-0.784746,0.652449,-2.11772,2.07064,-0.588267,0.537991,0,0,0.189255,-0.00610542,-0.00610542,-0.00610542,-0.0915756,0.152626,0.0537243,-0.0439568,0.45055,0.0109901,
0.301659,4.0294,-17.7739,5.38444,-32.2973,28.3182,6.18459,-5.98967,0.88919,1.08732,-2.49084,4.54213,-16.7521,4.34677,-30.3297,23.2967,5.28547,-4.92991,0.646152,1.01538,-0.13714,0.134089,-0.599108,0.603685,-1.77748,1.80266,-0.741398,0.679217,-10.4576,-2.44659,-0.128294,0.178249,-0.796799,0.66046,-2.14143,2.12403,-0.567894,0.511128,0,0,0.164835,-0.0183144,-0.00610542,-0.0915756,-0.152626,0.201466,0.0341873,-0.0341873,0.53846,0.31868,
1.27865,3.31533,-18.4659,5.19645,-33.4913,31.1211,6.40976,-6.18425,0.966854,0.884618,-2.29549,4.1514,-17.2405,4.6398,-31.0134,25.2503,5.47692,-5.06667,0.593407,0.830769,-0.132944,0.134089,-0.599108,0.602922,-1.78054,1.80724,-0.739491,0.675784,-10.4458,-2.43706,-0.112021,0.171536,-0.804488,0.659236,-2.15897,2.163,-0.556314,0.492522,0,0,0.201466,0.0183144,-0.00610542,-0.0427341,-0.189255,0.299145,0.102564,-0.229548,0.692307,0.56044,
1.43025,3.03513,-18.1854,4.75219,-34.0328,28.9037,6.48169,-5.8409,1.03973,0.6915,-0.830276,3.56532,-18.4127,5.71428,-32.674,28.6691,5.90086,-5.6547,0.725273,0.725273,-0.125696,0.133707,-0.599108,0.599489,-1.7855,1.81792,-0.735294,0.669299,-10.4278,-2.42065,-0.096577,0.167634,-0.800964,0.645576,-2.1732,2.15759,-0.545235,0.492644,0,0,0.396826,0.00610542,0.00610542,-0.201466,-0.286936,0.555555,0.200245,-0.288157,0.846153,0.758244,
1.91838,2.26255,-17.639,3.9245,-34.0756,25.8232,7.19532,-5.81259,1.07787,0.533166,-0.341873,2.49084,-18.4127,5.71428,-33.1624,27.2039,6.06496,-5.62735,0.778023,0.619781,-0.116541,0.134851,-0.599108,0.59453,-1.7916,1.83051,-0.731098,0.663196,-10.4095,-2.40539,-0.079149,0.16345,-0.794893,0.628978,-2.18222,2.14206,-0.520239,0.48635,0,0,0.482296,0.103785,0.00610542,-0.274725,-0.360195,0.738707,0.21978,-0.307692,1.04396,0.868134,
2.42184,0.452666,-17.1512,2.44088,-32.9922,22.3173,7.54539,-5.78145,1.07703,0.440798,0.341873,1.22101,-18.022,4.83516,-32.7717,24.3712,6.58461,-5.47692,0.725273,0.567032,-0.106241,0.141718,-0.599108,0.587663,-1.80228,1.84882,-0.724995,0.656329,-10.3832,-2.3867,-0.0644763,0.15794,-0.789473,0.603998,-2.18657,2.12508,-0.500504,0.479372,0,0,0.445665,0.335775,0.00610542,-0.323565,-0.531136,0.848597,0.297924,-0.327229,1.26374,0.846153,
2.74265,-0.33288,-16.9606,-0.286205,-31.864,18.2139,7.96392,-5.62839,1.00399,0.365181,0.830276,0.341873,-17.5336,3.36996,-31.5995,20.9524,6.96752,-5.20342,0.751648,0.514286,-0.0959415,0.148584,-0.598726,0.581559,-1.81678,1.86904,-0.716983,0.646791,-10.3504,-2.36915,-0.0497981,0.153636,-0.786974,0.569629,-2.19422,2.10174,-0.476959,0.466271,0,0,0.470085,0.262516,0.00610542,-0.262516,-0.702076,0.909645,0.376068,-0.483517,1.54945,0.78022,
3.03565,-0.44018,-16.3669,-2.201,-31.3582,14.6948,8.38039,-6.08164,0.942161,0.281656,1.51404,-0.0488434,-17.1429,0.830276,-30.7204,16.5568,7.2,-5.34017,0.725273,0.46154,-0.0871668,0.151636,-0.598345,0.576982,-1.83013,1.88735,-0.708972,0.638781,-10.3195,-2.3558,-0.0381748,0.151019,-0.780403,0.544589,-2.20358,2.0842,-0.453961,0.446647,0,0,0.457876,0.128204,-0.00610542,-0.238094,-0.750916,1.00733,0.444445,-0.46398,1.74725,0.736263,
3.90042,-0.491325,-14.7921,-2.20542,-30.2245,12.5346,8.45667,-5.85057,0.842396,0.245849,2.49084,-0.341873,-16.6544,-0.927963,-30.0366,13.431,7.70598,-5.53162,0.672527,0.382416,-0.0799189,0.152399,-0.598345,0.570878,-1.8473,1.90871,-0.697909,0.627718,-10.2775,-2.34169,-0.0270163,0.147957,-0.762498,0.535588,-2.21019,2.08116,-0.436872,0.438096,0,0,0.286936,0.0305252,0.00610542,-0.323565,-0.811966,0.995115,0.522589,-0.542124,1.96703,0.626373,
