tau_cal_0,tau_cal_1,tau_cal_2,tau_cal_3,tau_cal_4,tau_cal_5,tau_cal_6,tau_cal_7,tau_cal_8,tau_cal_9,tau_est_0,tau_est_1,tau_est_2,tau_est_3,tau_est_4,tau_est_5,tau_est_6,tau_est_7,tau_est_8,tau_est_9,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_3,joint_pos_target_4,joint_pos_target_5,joint_pos_target_6,joint_pos_target_7,joint_pos_target_8,joint_pos_target_9,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,
-15.4815,0.659628,-46.1731,-13.6087,-46.5489,27.8001,4.4657,-5.93285,-0.0407439,-0.0178198,-9.42613,-3.36996,-51.7216,-10.696,-58.6569,28.6691,0.239317,0.868376,-0.32967,0.145054,-0.0379572,0.0967045,-0.420959,0.569352,-1.87057,1.82097,-0.647936,0.551805,-1.18658,0.192073,-0.140174,0.133948,-0.90652,0.470037,-2.40141,2.04663,-0.669676,0.512766,0,0,2.09402,0.897436,0.824175,1.55678,-0.409035,-2.49695,-2.91575,2.51526,-0.0329666,0.384617,
-4.05731,3.11393,-32.0054,-1.45583,-45.2012,30.9092,9.32628,-7.91055,0.073483,0.192685,-4.24908,-0.732605,-47.4237,-13.0403,-53.2845,28.2784,3.11111,-1.0188,-0.171429,0.250549,-0.0429163,0.106241,-0.425918,0.59224,-1.86751,1.78168,-0.709735,0.58957,-1.18658,0.190928,-0.137041,0.153254,-0.792318,0.601095,-2.34268,2.06468,-0.570086,0.431127,0,0,-1.47131,0.372406,-0.323565,0.750916,0.811966,-1.81319,-2.38828,1.22589,0.0109901,-0.12088,
3.94511,5.57926,-5.02205,18.9631,-39.1833,30.0691,-1.7661,5.03847,-0.0907741,0.168929,-0.927963,2.6862,-33.3578,-2.78389,-47.033,26.0318,1.62051,-2.07179,-0.0659332,0.092308,-0.091363,0.113871,-0.442702,0.597963,-1.84348,1.77596,-0.706302,0.573548,-1.18505,0.187877,-0.104712,0.179322,-0.518649,0.802356,-2.25748,2.10945,-0.708229,0.651235,0,0,-1.71551,0.103785,-0.604395,-0.189255,0.641026,-0.0183144,0.942614,-1.24542,0.12088,-0.0549469,
-4.54226,5.01109,-15.1905,7.79779,-35.279,31.7305,-5.4682,7.04358,-0.188008,0.141629,-2.00244,5.32356,-16.9475,8.05861,-39.0232,28.9621,0.649572,-0.211966,-0.0131874,0.092308,-0.100901,0.108149,-0.441558,0.61017,-1.83967,1.77634,-0.682269,0.552186,-1.18582,0.187877,-0.153202,0.156298,-0.600369,0.727948,-2.23064,2.12992,-0.792894,0.714874,0,0,-0.054945,-0.225885,0.299145,0.934067,0.0305252,0.0305252,0.825397,-0.65934,0.0549469,-0.0329666,
-7.68692,-0.100442,-26.7082,7.25918,-34.0706,38.4354,-9.25255,9.31821,-0.0314735,0.0586999,-5.32356,3.76068,-15.1893,7.96092,-31.5995,31.4041,-1.36068,2.57778,-0.092308,0.092308,-0.0867853,0.116159,-0.418288,0.640688,-1.85912,1.7752,-0.686084,0.565919,-1.1862,0.187877,-0.143095,0.132748,-0.677805,0.76754,-2.27818,2.1992,-0.957507,0.86847,0,0,0.873016,0.531136,1.11722,1.38584,-1.2149,-0.0915756,-0.288157,0.874237,-0.0109901,-0.0109901,
-4.38263,-2.45906,-19.3714,15.5906,-25.4378,41.7473,-6.08313,10.3286,0.141113,-0.0541388,-6.20268,2.29549,-20.8547,9.5238,-32.5763,35.409,-5.10769,5.83248,-0.145054,0.0659332,-0.0799189,0.121119,-0.411422,0.644884,-1.87858,1.77634,-0.698672,0.583085,-1.18658,0.187877,-0.127597,0.0984762,-0.620758,0.81384,-2.19195,2.24691,-0.901592,0.911262,0,0,0.0305252,0.140415,0.177046,-0.128204,-0.921856,0.201466,-0.678877,0.825397,0.0109901,-0.0109901,
-5.21356,0.714389,-5.43373,13.4594,-13.4507,36.5858,1.26215,4.26269,0.229605,-0.134777,-4.54213,1.80708,-19.3895,13.7241,-27.3016,38.8278,-5.8188,7.80171,-0.0131874,-0.0131874,-0.0825891,0.112345,-0.416762,0.642595,-1.89231,1.78626,-0.72118,0.61017,-1.1862,0.187877,-0.145198,0.100543,-0.487516,0.791533,-2.05947,2.21373,-0.741554,0.801106,0,0,-0.140415,-0.592186,-0.311356,-0.0183144,-0.531136,0.628815,-1.10867,1.45055,-0.0109901,-0.0329666,
-4.31647,6.74022,-4.60903,10.115,-23.2707,30.6217,-0.267608,2.8918,0.223236,-0.206457,-4.05373,2.1978,-7.96092,12.2589,-16.9475,35.9951,-2.86496,7.65128,0.118683,-0.145054,-0.0856409,0.091363,-0.431258,0.650225,-1.89536,1.80037,-0.727283,0.628481,-1.1862,0.187877,-0.139503,0.136747,-0.505872,0.773806,-2.15169,2.16117,-0.740822,0.745194,0,0,-0.177046,-0.885225,-0.702076,0.335775,0.0671558,0.616606,-0.122101,0.727716,0.0109901,-0.0109901,
-2.56266,3.74302,-5.60007,7.85332,-22.6474,28.2338,-1.22467,3.1775,0.215549,-0.206656,-3.85837,1.12332,-4.83516,10.696,-19.2918,30.232,-2.30427,6.03761,0.171429,-0.197803,-0.0936518,0.0898371,-0.437743,0.654802,-1.9007,1.81258,-0.714694,0.621996,-1.1862,0.187877,-0.136981,0.1357,-0.511566,0.747556,-2.1676,2.14725,-0.716234,0.690968,0,0,-0.445665,0.128204,-0.347986,0.164835,-0.457876,0.628815,0.649572,-0.385836,0.0109901,-0.0109901,
-4.11919,-1.01942,-14.0653,1.62871,-22.4688,29.7037,-4.24123,6.3539,0.427808,-0.163012,-4.54213,1.31868,-6.20268,8.84004,-20.0733,28.2784,-2.86496,5.39487,0.171429,-0.224174,-0.0944157,0.103952,-0.441176,0.656329,-1.91825,1.82326,-0.696765,0.606356,-1.1862,0.187877,-0.136725,0.116435,-0.60051,0.674222,-2.19985,2.16816,-0.762562,0.736699,0,0,0.103785,0.714285,-0.0915756,-0.00610542,-0.958487,0.445665,1.04029,-0.923077,-0.0329666,-0.0109901,
-3.81581,0.920881,-21.7281,-0.815702,-26.5565,30.0539,-4.91829,8.1686,0.568796,-0.118219,-4.44444,1.02563,-12.9426,4.34677,-20.6593,28.083,-3.37094,5.61367,0.303295,-0.224174,-0.0902185,0.110437,-0.437362,0.655947,-1.93427,1.83051,-0.678073,0.588426,-1.1862,0.187877,-0.130378,0.122094,-0.676139,0.646273,-2.26333,2.18093,-0.769027,0.769177,0,0,0.0671558,0.0427341,0.0793648,-0.0183144,-1.01954,0.494505,0.913309,-0.923077,0.0109901,-0.0109901,
-2.6143,1.77857,-20.2753,-0.647889,-25.1448,23.7926,-1.07425,4.29543,0.687379,-0.041411,-3.95604,1.90475,-16.3614,4.73749,-23.7851,27.6923,-3.39829,5.84615,0.382416,-0.197803,-0.091363,0.104715,-0.438888,0.638781,-1.95487,1.84653,-0.672732,0.582704,-1.1862,0.187877,-0.12387,0.109622,-0.667628,0.596376,-2.25766,2.13511,-0.69891,0.69787,0,0,-0.103785,-0.445665,-0.103785,-1.05617,-0.702076,0.726496,0.0732594,-0.0830288,-0.0109901,-0.0109901,
0.106629,2.58246,-14.9933,2.97103,-27.7927,21.8095,-2.15228,3.44977,0.823094,0.00372162,-2.6862,2.49084,-18.8034,1.7094,-26.1294,23.199,-2.93333,5.06667,0.567032,-0.118683,-0.0932703,0.0955601,-0.452239,0.614367,-1.96288,1.8637,-0.665866,0.581941,-1.18582,0.187877,-0.0979871,0.112654,-0.639384,0.619498,-2.28125,2.13106,-0.700499,0.671663,0,0,-0.177046,-0.347986,-0.616606,-0.836386,-0.286936,0.750916,0.503052,-0.122101,0.0109901,-0.0109901,
0.0217995,1.33589,-12.6797,3.09708,-25.6841,23.1972,-3.69732,4.93325,0.904248,0.0340072,-2.29549,1.22101,-17.7289,-0.146515,-27.0085,20.9524,-2.57778,4.62906,0.698902,-0.0659332,-0.0936518,0.0944157,-0.453765,0.612078,-1.96822,1.87858,-0.650988,0.573167,-1.18544,0.187877,-0.0879151,0.110276,-0.596075,0.646693,-2.26642,2.16013,-0.720236,0.684072,0,0,0.164835,0.0305252,-0.0427341,0.00610542,-0.384615,0.714285,0.669109,-0.522589,0.0109901,-0.0109901,
-2.41284,-0.52757,-13.4392,3.13541,-24.1878,25.9401,-3.33543,6.37841,1.01925,0.0828903,-2.58852,0.634918,-16.8498,0.732605,-25.641,21.1477,-2.48205,4.69744,0.778023,-0.0395622,-0.0837336,0.0986118,-0.452239,0.612459,-1.97738,1.89002,-0.645266,0.564012,-1.18582,0.187877,-0.0908033,0.1015,-0.599732,0.647501,-2.26465,2.1988,-0.723997,0.71213,0,0,0.592186,0.262516,0.054945,0.00610542,-0.555555,0.616606,0.278389,-0.581196,-0.0109901,-0.0329666,
-2.5826,-0.188257,-15.4579,4.47789,-24.3232,28.2794,-3.55769,7.00415,1.11173,0.0982178,-2.88156,-0.146515,-14.4078,3.36996,-23.1013,25.0549,-3.45299,5.68205,0.936264,0.0131874,-0.0711451,0.102808,-0.446136,0.611315,-1.99226,1.90146,-0.639925,0.554093,-1.18544,0.187877,-0.0837641,0.103769,-0.609954,0.656389,-2.28347,2.23094,-0.726295,0.737176,0,0,0.482296,0.0915756,0.238094,-0.140415,-0.628815,0.457876,0.249084,-0.229548,-0.0329666,-0.0109901,
-1.53795,0.188586,-12.8913,6.51905,-23.1562,29.5569,-3.66306,6.75066,1.15286,0.111763,-2.10013,-0.244202,-14.9939,4.24908,-23.8828,27.1062,-3.98632,6.37949,1.01538,0.0395622,-0.0673304,0.102808,-0.443084,0.607882,-2.00332,1.90986,-0.633059,0.553712,-1.18544,0.187877,-0.0825872,0.105107,-0.582861,0.675228,-2.27831,2.25394,-0.717472,0.740986,0,0,0.054945,0.00610542,0.103785,-0.152626,-0.531136,0.470085,0.346764,-0.00488472,-0.0109901,-0.0109901,
-1.14024,0.580211,-11.8589,6.47636,-22.5246,28.9035,-3.39428,6.31569,1.14418,0.125335,-1.61172,-0.0488434,-13.9194,5.71428,-23.1013,28.3761,-3.90427,6.76239,1.01538,0.0659332,-0.0680933,0.103189,-0.441176,0.60483,-2.01209,1.92016,-0.626955,0.553712,-1.18467,0.187877,-0.0809662,0.110247,-0.569482,0.674958,-2.27559,2.25657,-0.704391,0.728415,0,0,-0.00610542,0.0183144,0.103785,-0.054945,-0.396826,0.457876,0.336996,-0.0146523,0.0109901,-0.0109901,
-1.18689,0.0833944,-11.9053,5.99336,-21.7385,28.6635,-3.35627,6.57005,1.02762,0.136949,-1.7094,-0.341873,-12.8449,6.39804,-22.3199,28.4738,-3.74017,6.72137,0.857143,0.092308,-0.0665674,0.104715,-0.440032,0.604067,-2.01934,1.92664,-0.62047,0.551805,-1.18086,0.187877,-0.0771096,0.109101,-0.570482,0.668421,-2.27451,2.25672,-0.69978,0.728201,0,0,0.0793648,0.103785,0.054945,-0.0671558,-0.409035,0.347986,0.278389,-0.122101,0.20879,-0.0109901,
-1.06572,-0.578061,-13.1474,5.21773,-21.2549,28.4239,-3.48921,6.97435,0.754438,0.143684,-1.7094,-0.732605,-12.1612,5.90965,-21.1477,28.1807,-3.65812,6.78975,0.672527,0.092308,-0.0642786,0.109674,-0.438125,0.603685,-2.02964,1.93427,-0.613985,0.547227,-1.16827,0.187877,-0.0726604,0.111188,-0.581969,0.66105,-2.28148,2.26088,-0.695523,0.731435,0,0,0.103785,0.238094,0.0671558,-0.0183144,-0.470085,0.323565,0.307692,-0.190475,0.64835,-0.0109901,
-1.02727,-0.237734,-13.8057,4.39101,-20.7838,27.228,-3.65119,7.08392,0.628413,0.123793,-1.80708,-0.537247,-13.0403,5.32356,-20.757,27.8877,-3.69914,7.13162,0.646152,0.092308,-0.0608454,0.112726,-0.435836,0.603304,-2.0388,1.94038,-0.6075,0.543412,-1.15377,0.188258,-0.0663579,0.112323,-0.585366,0.652296,-2.28499,2.25329,-0.693049,0.729199,0,0,0.177046,0.0671558,0.115995,0.00610542,-0.457876,0.311356,0.317461,-0.21978,0.78022,0.0109901,
-0.462422,-0.669021,-13.5997,3.62454,-20.8095,25.4999,-3.66778,6.79239,0.541449,0.120229,-1.41637,-0.43956,-13.5287,4.73749,-20.757,26.8132,-3.76752,6.9812,0.540661,0.092308,-0.0585566,0.113489,-0.435836,0.602541,-2.0449,1.94495,-0.603304,0.540742,-1.1408,0.187877,-0.0590141,0.108294,-0.587554,0.640982,-2.28853,2.23826,-0.691756,0.721849,0,0,0.140415,0.0671558,-0.0183144,-0.054945,-0.372406,0.299145,0.26862,-0.151403,0.846153,-0.0109901,
-0.0215431,-1.05323,-13.8644,3.25305,-21.2564,24.2531,-3.93616,6.79842,0.498188,0.0946713,-1.12332,-0.537247,-13.7241,3.85837,-20.6593,25.1526,-3.71282,6.83077,0.514286,0.092308,-0.0558863,0.113871,-0.436217,0.601015,-2.05177,1.95106,-0.597963,0.538072,-1.11982,0.187877,-0.0514451,0.101558,-0.59047,0.634922,-2.29751,2.22847,-0.698266,0.720812,0,0,0.140415,-0.0183144,-0.00610542,-0.0671558,-0.286936,0.238094,0.180708,-0.122101,0.868134,-0.0109901,
0.137306,-1.39159,-14.4455,2.40625,-21.5879,23.4144,-4.11332,6.74439,0.452205,0.062472,-0.732605,-1.02563,-14.0171,3.07692,-21.2454,24.0781,-3.93162,6.78975,0.487911,0.0659332,-0.0516901,0.114252,-0.435836,0.601015,-2.05749,1.9564,-0.593385,0.535401,-1.10037,0.187877,-0.045484,0.0998075,-0.596138,0.627141,-2.30529,2.22164,-0.699097,0.716152,0,0,0.140415,0.0305252,0.00610542,-0.0183144,-0.238094,0.152626,0.17094,-0.131868,0.89011,-0.0109901,
0.0363906,-1.91073,-14.8513,1.68907,-21.8773,23.0547,-4.12769,6.61771,0.439261,0.0238643,-0.634918,-1.51404,-14.4078,2.39316,-21.6361,23.4921,-4.15043,6.66667,0.487911,0.0395622,-0.0490198,0.114634,-0.435836,0.601015,-2.06016,1.95792,-0.591096,0.533875,-1.08625,0.187877,-0.0419,0.0940138,-0.601461,0.619579,-2.30914,2.21714,-0.699161,0.713061,0,0,0.201466,0.0183144,-0.0183144,-0.00610542,-0.177046,0.0915756,0.131868,-0.0927963,0.868134,-0.0109901,
0.483207,-2.7456,-15.5485,2.12209,-22.5514,23.4343,-4.35052,6.9623,0.435969,-0.0235427,-0.43956,-1.90475,-14.7985,2.10013,-21.8315,23.2967,-4.19145,6.80342,0.435165,0.0131874,-0.0459681,0.116922,-0.435454,0.601015,-2.06321,1.95907,-0.588426,0.531204,-1.06756,0.187877,-0.0367326,0.0902822,-0.606791,0.625204,-2.31683,2.22087,-0.703168,0.717031,0,0,0.115995,0.115995,0.0427341,0.0183144,-0.0915756,0.0427341,0.122101,-0.151403,0.846153,-0.0109901,
0.779158,-2.84749,-15.5792,3.0833,-22.9767,24.2845,-4.55505,7.19337,0.432845,-0.0816721,0.146515,-2.58852,-15.58,1.90475,-22.6129,23.4921,-4.35556,6.83077,0.435165,-0.0395622,-0.0440607,0.118067,-0.435073,0.601015,-2.06474,1.95869,-0.585755,0.528534,-1.04887,0.187877,-0.0335719,0.0870385,-0.607565,0.634663,-2.32187,2.2279,-0.706668,0.722733,0,0,0.054945,0.0183144,0.0183144,-0.0183144,-0.054945,-0.0183144,0.112331,-0.112331,0.824177,-0.0109901,
0.726073,-2.92907,-16.1233,3.79424,-23.8544,24.9536,-4.7201,7.41586,0.433076,-0.147358,0.244202,-2.58852,-15.7753,2.10013,-23.0037,23.7851,-4.38291,6.92649,0.435165,-0.0659332,-0.0425348,0.118067,-0.43431,0.600634,-2.06474,1.95792,-0.584229,0.52739,-1.03437,0.187877,-0.0318219,0.0853181,-0.61244,0.642588,-2.32958,2.23335,-0.712169,0.729234,0,0,0.0793648,-0.00610542,0.0305252,-0.00610542,0.00610542,-0.054945,0.0634918,-0.0830288,0.78022,-0.0109901,
0.779037,-3.34534,-16.4213,5.0614,-24.3499,25.9468,-4.84275,7.89028,0.406156,-0.221692,0.341873,-2.97925,-16.1661,3.46764,-23.8828,24.7619,-4.72479,7.48718,0.408791,-0.145054,-0.040246,0.118067,-0.433928,0.600634,-2.06474,1.95754,-0.582704,0.525101,-1.0172,0.187877,-0.0285375,0.0806928,-0.616184,0.655854,-2.3359,2.24441,-0.715027,0.73817,0,0,0.0915756,-0.00610542,0.00610542,-0.0305252,-0.0183144,-0.0427341,0.0439568,-0.122101,0.78022,-0.0109901,
0.876938,-3.79336,-17.0202,5.37087,-24.9994,26.8916,-4.98141,8.12484,0.380533,-0.296358,0.244202,-3.07692,-16.1661,3.66301,-24.1758,25.348,-5.01197,7.59658,0.435165,-0.197803,-0.0391016,0.118067,-0.43431,0.600634,-2.06474,1.95602,-0.581178,0.522812,-1.00385,0.187877,-0.0271193,0.0757148,-0.624034,0.66092,-2.34312,2.25094,-0.71491,0.742397,0,0,0.0671558,-0.00610542,-0.0183144,0.0183144,-0.0183144,-0.115995,0.0927963,-0.122101,0.758244,-0.0109901,
0.828779,-4.19827,-17.5466,6.06675,-25.6906,27.1025,-5.16064,8.07821,0.38014,-0.370637,0.341873,-3.76068,-16.9475,5.1282,-25.0549,26.4225,-5.10769,7.84274,0.408791,-0.276924,-0.0364313,0.118067,-0.434691,0.601397,-2.06512,1.95487,-0.578507,0.522049,-0.988213,0.187877,-0.0241701,0.0708089,-0.631079,0.669008,-2.35159,2.25459,-0.715754,0.745223,0,0,0.0915756,-0.0183144,-0.0427341,0.00610542,-0.0305252,-0.0427341,0.122101,-0.0244198,0.692307,-0.0109901,
0.937023,-4.81864,-18.4019,6.74783,-26.4264,27.1153,-5.44565,8.12055,0.366091,-0.423353,0.43956,-4.1514,-17.3382,5.61661,-25.641,26.8132,-5.35385,7.95214,0.382416,-0.356045,-0.034524,0.118067,-0.435454,0.601397,-2.06588,1.95487,-0.574311,0.521667,-0.972191,0.187877,-0.0222811,0.0647299,-0.641751,0.676576,-2.36093,2.25595,-0.716056,0.746506,0,0,0.054945,0.00610542,-0.054945,0.00610542,-0.0427341,-0.00610542,0.190475,-0.0146523,0.64835,-0.0329666,
0.562331,-5.74964,-18.527,7.0389,-25.3931,27.5105,-5.15566,8.20055,0.381905,-0.488409,0.43956,-4.6398,-18.1197,6.20268,-26.1294,27.0085,-5.5453,8.04786,0.435165,-0.408791,-0.0326166,0.118067,-0.436599,0.601778,-2.06703,1.95487,-0.572022,0.521667,-0.964179,0.187877,-0.022095,0.0539784,-0.6451,0.680598,-2.35344,2.26075,-0.706688,0.748728,0,0,0.128204,-0.00610542,-0.0793648,0.0183144,-0.128204,0.00610542,0.17094,-0.0146523,0.56044,-0.0109901,
0.824727,-6.91124,-18.7416,7.7442,-23.8883,28.484,-4.93438,8.53185,0.353541,-0.529631,0.43956,-5.42125,-18.5104,6.20268,-25.2503,27.3993,-5.39487,8.14359,0.408791,-0.487911,-0.0307083,0.118067,-0.437743,0.60483,-2.07084,1.95449,-0.567445,0.521286,-0.951209,0.187877,-0.0188992,0.0406647,-0.648629,0.697185,-2.34176,2.26996,-0.694499,0.757549,0,0,0.0793648,-0.0183144,-0.0793648,0.189255,-0.164835,-0.0305252,0.200245,-0.0146523,0.56044,-0.0109901,
1.50885,-8.57858,-15.3266,9.49459,-18.6955,29.544,-4.17015,8.59741,0.355272,-0.562089,0.732605,-6.00732,-17.8266,6.5934,-24.0781,28.1807,-5.39487,8.38974,0.356045,-0.540661,-0.0307083,0.116922,-0.441176,0.608263,-2.07275,1.95411,-0.56363,0.521286,-0.942817,0.187495,-0.0145538,0.0189594,-0.619001,0.720474,-2.28434,2.28136,-0.667013,0.759859,0,0,-0.0183144,-0.0793648,-0.225885,0.201466,-0.115995,-0.0305252,0.249084,-0.00488472,0.494507,-0.0109901,
3.30828,-13.0536,-7.59941,13.0838,-3.48716,31.9122,-2.84167,8.99883,0.334319,-0.60136,1.02563,-6.39804,-16.3614,6.88644,-21.1477,28.8645,-5.18974,8.47179,0.46154,-0.567032,-0.0307083,0.111963,-0.449569,0.617037,-2.07465,1.95411,-0.556382,0.521286,-0.931754,0.187495,0.00584682,-0.0401992,-0.547234,0.77564,-2.11483,2.30889,-0.618956,0.771009,0,0,-0.00610542,-0.213675,-0.396826,0.396826,-0.0427341,0.00610542,0.327229,-0.00488472,0.406593,-0.0109901,
7.14221,-19.1422,6.30502,20.4437,20.5048,36.8131,-1.68352,9.11058,0.237694,-0.692982,2.39316,-10.4029,-8.93773,10.1099,-7.0818,31.5018,-3.27521,8.89573,0.408791,-0.619781,-0.0307083,0.105478,-0.457961,0.630388,-2.07046,1.95373,-0.548753,0.521286,-0.923743,0.187495,0.0484461,-0.119626,-0.39747,0.88135,-1.82818,2.36215,-0.579156,0.774113,0,0,-0.00610542,-0.372406,-0.286936,0.714285,0.433455,-0.0183144,0.327229,-0.00488472,0.31868,-0.0109901,
