time_s,right_hip_joint_Nm,left_hip_joint_Nm,right_thigh_joint_Nm,left_thigh_joint_Nm,right_shank_joint_Nm,left_shank_joint_Nm,right_foot_joint_Nm,left_foot_joint_Nm,right_wheel_joint_Nm,left_wheel_joint_Nm,left_foot_lower_left_Fx_world_N,left_foot_lower_left_Fy_world_N,left_foot_lower_left_Fz_world_N,left_foot_lower_right_Fx_world_N,left_foot_lower_right_Fy_world_N,left_foot_lower_right_Fz_world_N,left_foot_upper_left_Fx_world_N,left_foot_upper_left_Fy_world_N,left_foot_upper_left_Fz_world_N,left_foot_upper_right_Fx_world_N,left_foot_upper_right_Fy_world_N,left_foot_upper_right_Fz_world_N,left_wheel_contact_link_Fx_world_N,left_wheel_contact_link_Fy_world_N,left_wheel_contact_link_Fz_world_N,right_foot_lower_left_Fx_world_N,right_foot_lower_left_Fy_world_N,right_foot_lower_left_Fz_world_N,right_foot_lower_right_Fx_world_N,right_foot_lower_right_Fy_world_N,right_foot_lower_right_Fz_world_N,right_foot_upper_left_Fx_world_N,right_foot_upper_left_Fy_world_N,right_foot_upper_left_Fz_world_N,right_foot_upper_right_Fx_world_N,right_foot_upper_right_Fy_world_N,right_foot_upper_right_Fz_world_N,right_wheel_contact_link_Fx_world_N,right_wheel_contact_link_Fy_world_N,right_wheel_contact_link_Fz_world_N
2.150000000000000355e+00,-1.786960014504333927e+01,1.779447767845069706e+01,-8.591062915591820115e+00,8.787723294522916007e+00,3.886680121072230598e+00,-3.970903259426028065e+00,-5.680385260383695456e-02,5.585414735655209323e-02,-4.803566905408588814e-03,4.582876464838308087e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.618250611644050485e+00,3.049507026430300805e+00,1.293309217335381902e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.604245415307184341e+00,-3.522522601024540734e+00,1.281151184383811596e+02
2.200000000000000178e+00,-1.750911897471786460e+01,1.748853874711085155e+01,-8.891918388289131059e+00,8.757564658841367589e+00,3.804127663575751939e+00,-3.898965378095678780e+00,-5.930678879275569360e-02,5.754665950041549377e-02,-3.558454365143559877e-03,2.874283179232222860e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.294633789561453252e+00,2.502185761328027169e+00,1.293460299141740677e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.504366439801543276e+00,-2.376683519556320956e+00,1.296753490527108568e+02
2.250000000000000000e+00,-1.735454191256772205e+01,1.739176235313360408e+01,-8.998153708557556030e+00,8.634872539022175886e+00,3.848197209721959222e+00,-3.930669365257622339e+00,-5.905369171790861293e-02,5.675778725248830509e-02,-1.086808153887256108e-03,1.089691351792681221e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.676456055250820754e-01,2.417716170171459122e+00,1.290769126965362545e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.209991866686293216e+00,-1.793709109892753117e+00,1.306276303263705074e+02
2.299999999999999822e+00,-1.742073370701900004e+01,1.747824236592981251e+01,-8.949094157923214610e+00,8.591225463041343602e+00,4.050748680808656133e+00,-4.099946013668470890e+00,-5.476025563496739190e-02,5.256606481376943640e-02,3.868373351553979541e-03,-4.758040742260403154e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.647899422200291952e-01,2.407489882775848855e+00,1.295902305623852726e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.763737303610225515e-01,-1.684955183462803596e+00,1.313415106921053734e+02
2.349999999999999645e+00,-1.763555308481895523e+01,1.766368360217980538e+01,-8.916744742465676055e+00,8.806613206579239517e+00,4.216342920135607741e+00,-4.198898888353477687e+00,-5.249131236465427036e-02,5.134600584588584760e-02,9.510763483086730544e-03,-9.763849976197103847e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.142854139827779308e-01,2.223973173719565821e+00,1.311850826898219680e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.101615045929202119e-01,-1.826151823131667795e+00,1.321117915448122346e+02
2.399999999999999467e+00,-1.775913301098458419e+01,1.773556493815842572e+01,-8.990503147090425529e+00,9.273189582395199082e+00,4.009210624706811998e+00,-3.864965062808397356e+00,-6.337072124487502789e-02,6.456882324735942202e-02,1.107648782505940219e-02,-1.001233537415979931e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.433939257829593084e-01,1.871267058326635535e+00,1.326674962692955546e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.459492740233755192e-01,-1.965938892755446865e+00,1.323678866072712310e+02
2.449999999999999289e+00,-1.725959513687248403e+01,1.720203007378890447e+01,-8.818609441484522193e+00,9.272346831094123942e+00,3.416112141206201436e+00,-3.251642527229488433e+00,-8.669081780770625245e-02,8.858837459275957504e-02,6.813937916244792656e-03,-5.451807976062360631e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.721428028001460886e-01,1.412153675844833867e+00,1.311247399840183334e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.542899202509145029e-01,-1.792593198892132422e+00,1.300901597028779406e+02
2.499999999999999112e+00,-1.551970734678751285e+01,1.544598930054434582e+01,-7.975430983806125695e+00,8.307622972150282337e+00,2.508078172353169766e+00,-2.492179665351876849e+00,-1.195800010046258327e-01,1.195987679786387758e-01,-5.730477963185208121e-03,5.763535725997354434e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.026459351416977306e+00,4.789576970300160053e-01,1.242295672718969541e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.833939896417021265e-01,-9.519258285165350664e-01,1.229517533679775170e+02
2.549999999999998934e+00,-1.377019052821287382e+01,1.364605662561701038e+01,-7.683639038485727824e+00,7.888259123189401478e+00,2.014572550712316890e+00,-2.142563427477968130e+00,-1.347540671611333618e-01,1.339832890167272084e-01,-1.576295087188481908e-02,1.490395372195729880e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.275748282971068459e+00,-1.666580509558301948e+00,1.208185520938124426e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.398982325787553771e+00,9.902476460272865433e-01,1.192498460524878539e+02
2.599999999999998757e+00,-1.352617428892621376e+01,1.349583590469688943e+01,-8.373166553396361067e+00,8.754173902133800311e+00,3.990398068874084103e+00,-3.971765075029667358e+00,-7.724648408151829626e-02,7.925245352544088573e-02,8.703900590953116828e-03,-7.858062076725440964e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.512437988640119357e-01,-4.986334122398517366e+00,1.305793782077030585e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.831304460667628642e-01,4.528251257420725651e+00,1.291788296798680449e+02
2.649999999999998579e+00,-1.248249928756378857e+01,1.253704307801046269e+01,-9.283999424085676466e+00,9.053626739964844461e+00,4.205162748779448734e+00,-4.359455005048594955e+00,-6.596413174996365592e-02,6.076022835714232906e-02,-5.504640665733570581e-03,5.622338443655318374e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.334984401351721195e-01,-7.408814651365339898e+00,1.327787104502780551e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.515873060066203815e-01,7.797308812337442774e+00,1.335053411232157430e+02
2.699999999999998401e+00,-1.056049909672293730e+01,1.064066989880460490e+01,-9.186531597256436754e+00,8.974218159273512185e+00,3.431834947747502085e+00,-3.397526474049032963e+00,-1.034051357747055588e-01,1.001346558946460547e-01,1.425650798275188320e-02,-1.646416209294837216e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.488745698023372643e+00,-9.376472462820462539e+00,1.281619063814090964e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.583329591193063157e+00,1.008568484799918785e+01,1.298085335473639077e+02
2.749999999999998224e+00,-1.060539789993254978e+01,1.058569200874785388e+01,-9.426452540184582674e+00,9.517927145302426339e+00,5.722818490114232937e+00,-5.647755357259243603e+00,-1.265614972859564480e-01,1.304818122126737145e-01,-4.710462722954675968e-02,4.837097203248241079e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.609198671803561353e+00,-1.287534583115836817e+01,1.388096163978179334e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.716510912346932871e+00,1.289658366115835619e+01,1.389992469716057144e+02
2.799999999999998046e+00,-8.390961754041303067e+00,8.384097979811707901e+00,-8.676867340158270991e+00,8.728494502824512224e+00,4.424979622488036668e+00,-4.422059850641291590e+00,-1.132772110524590120e-01,1.132772110524590120e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.495904440735635443e-02,-1.413988004882486038e+01,1.301691584958069541e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.495904433937753741e-02,1.413988004882694227e+01,1.302077695937054500e+02
