run,case,window,joint,first_order_sum,second_order_sum,first_order_share_percent,second_order_share_percent,combined_share_percent,combined_reward_magnitude
2026-09-21_20-20-10,right-delay15-noise,turn_onset_40_42s,right_hip_joint,1.6908515348448638,3.6630394047040795,2.1236588412012747,3.7595514578879206,2.6382306423968505,0.012257965246435574
2026-09-21_20-20-10,right-delay15-noise,turn_onset_40_42s,left_hip_joint,1.7017886063780523,3.7524715010962453,2.137395475186965,3.851339869429811,2.6765185478742834,0.012435861677156579
2026-09-21_20-20-10,right-delay15-noise,turn_onset_40_42s,right_thigh_joint,2.593241574700743,7.328218144622456,3.2570336803634463,7.521298617196222,4.5983628525468125,0.021365293515736655
2026-09-21_20-20-10,right-delay15-noise,turn_onset_40_42s,left_thigh_joint,2.962680163968118,8.187261124718155,3.721037473842909,8.402975260930846,5.193746095186939,0.024131612342949707
2026-09-21_20-20-10,right-delay15-noise,turn_onset_40_42s,right_shank_joint,1.0327782257864677,2.745918177186141,1.297138492051481,2.8182663481653374,1.7756109130314228,0.008249990168925083
2026-09-21_20-20-10,right-delay15-noise,turn_onset_40_42s,left_shank_joint,1.4756255352318044,3.9648130647287836,1.8533414375052775,4.069276109509489,2.550366097849075,0.011849721738020394
2026-09-21_20-20-10,right-delay15-noise,turn_onset_40_42s,right_foot_joint,0.3277445483901637,0.7059829547726388,0.41163732799766484,0.7245838642770253,0.5100750012340328,0.002369952625719613
2026-09-21_20-20-10,right-delay15-noise,turn_onset_40_42s,left_foot_joint,0.15179939280007196,0.4071598884927986,0.1906554868748045,0.41788754726766186,0.26213157852839974,0.001217937403939486
2026-09-21_20-20-10,right-delay15-noise,turn_onset_40_42s,right_wheel_joint,29.85923599824136,28.053193586467245,37.50230532510863,28.792326042404458,34.762571871848756,0.1615167343726663
2026-09-21_20-20-10,right-delay15-noise,turn_onset_40_42s,left_wheel_joint,37.823989098342054,38.624825988825705,47.50579645986755,39.64249488293123,45.03238639950343,0.20923319537660678
